current prev next pos lang
pachadee Allam tho G_N te 
tho pachadee tintaraa G_R te 
tintaraa tho ... G_X univ 
... tintaraa Kobbare G_X univ 
Kobbare ... pachadaaa G_N en 
pachadaaa Kobbare ...! G_N te 
...! pachadaaa Ee G_X univ 
Ee ...! #Scene G_N univ 
#Scene Ee superb G_N univ 
superb #Scene timing G_J en 
timing superb asalu G_N en 
asalu timing @ActorShaurya G_N te 
@ActorShaurya asalu null @ univ 

Hoy null que G_N univ 
que Hoy cumplo G_N univ 
cumplo que #2meses G_N univ 
#2meses cumplo quiero # univ 
quiero #2meses darle G_X en 
darle quiero las G_N univ 
las darle #gracias G_N univ 
#gracias las a G_N univ 
a #gracias mi DT univ 
mi a #abuelita DT univ 
#abuelita mi Pily G_N univ 
Pily #abuelita por G_N univ 
por Pily #cuidar G_X univ 
#cuidar por de G_X univ 
de #cuidar mi PSP univ 
mi de con DT univ 
con mi tanto G_N univ 
tanto con https://www G_X te 
https://www tanto . U univ 
. https://www instagram.com/p/BBtXCp6Tgyi/ G_X univ 
instagram.com/p/BBtXCp6Tgyi/ . null U univ 

eppudu null vastaav G_N te 
vastaav eppudu dist G_N en 
dist vastaav office G_N univ 
office dist ki G_N univ 
ki office ? G_N univ 
? ki @ShekarNews G_X univ 
@ShekarNews ? @Maheshaddict @ univ 
@Maheshaddict @ShekarNews @GangadherMuta @ univ 
@GangadherMuta @Maheshaddict null @ univ 

@TweetDonga null naaku @ univ 
naaku @TweetDonga audio+visuals G_X te 
audio+visuals naaku nachindi G_N en 
nachindi audio+visuals ivi G_N te 
ivi nachindi ... G_X univ 
... ivi enni ~ univ 
enni ... saarlu G_X univ 
saarlu enni vinna/chusina G_X univ 
vinna/chusina saarlu same G_X univ 
same vinna/chusina feel G_J en 
feel same but G_V en 
but feel e CC univ 
e but mohanbabu G_X univ 
mohanbabu e song G_X te 
song mohanbabu ante G_N en 
ante song null G_N te 

Fan null trailer G_N en 
trailer Fan good G_N univ 
good trailer .. G_J univ 
.. good maree G_X univ 
maree .. over G_N en 
over maree anipistundemo PSP en 
anipistundemo over fanism G_N te 
fanism anipistundemo movie G_N te 
movie fanism chustunnappudu G_N en 
chustunnappudu movie .. G_X te 
.. chustunnappudu naaku G_X univ 
naaku .. doubt G_X te 
doubt naaku ye G_V univ 
ye doubt .. G_PRP univ 
.. ye null G_X univ 

@nandi_harika null asalu @ univ 
asalu @nandi_harika fan G_N te 
fan asalu character G_N en 
character fan kuda G_N en 
kuda character srk G_X te 
srk kuda cheyatam G_X univ 
cheyatam srk peaks G_X te 
peaks cheyatam wan G_N univ 
wan peaks to G_V ne 
to wan wait PSP univ 
wait to til G_V en 
til wait apr PSP univ 
apr til 25th G_N univ 
25th apr @iamsrk $ univ 
@iamsrk 25th null @ univ 

E null movie G_N univ 
movie E ki G_N en 
ki movie collections G_N univ 
collections ki ekkuva G_N en 
ekkuva collections ga G_X univ 
ga ekkuva endhuku G_N univ 
endhuku ga raledho G_N univ 
raledho endhuku ? G_N te 
? raledho gani G_X univ 
gani ? keka G_X te 
keka gani movie G_X te 
movie keka asalu G_N en 
asalu movie https:// G_N te 
https:// asalu twitter.com/MoviesUpdatez/ U univ 
twitter.com/MoviesUpdatez/ https:// status/708119756088451072 U univ 
status/708119756088451072 twitter.com/MoviesUpdatez/ null G_N en 

@Vshwa_ null sbdb @ univ 
sbdb @Vshwa_ ante G_N univ 
ante sbdb endo G_N te 
endo ante kooda G_N univ 
kooda endo telidu G_N univ 
telidu kooda bro G_N univ 
bro telidu null G_N en 

@NagasaitejaA null @RC_Devotees @ univ 
@RC_Devotees @NagasaitejaA @TrendsHyderabad @ univ 
@TrendsHyderabad @RC_Devotees rod @ univ 
rod @TrendsHyderabad . G_N univ 
. rod adhe G_X univ 
adhe . tweet G_X te 
tweet adhe eppudu G_V en 
eppudu tweet bro G_N te 
bro eppudu null G_N en 

@DirKrish null swaami @ univ 
swaami @DirKrish .. G_N univ 
.. swaami naaku G_X univ 
naaku .. Kanche G_X te 
Kanche naaku paatalu G_N te 
paatalu Kanche pattukunnay G_N te 
pattukunnay paatalu .. G_N te 
.. pattukunnay don't G_X univ 
don't .. know G_V en 
know don't whom G_V univ 
whom know to G_PRP univ 
to whom thank PSP univ 
thank to n G_V univ 
n thank how CC univ 
how n to G_R univ 
to how thank PSP univ 
thank to .. G_V univ 
.. thank can't G_X univ 
can't .. get G_V univ 
get can't a G_V univ 
a get better DT univ 
better a kick G_J en 
kick better . G_N univ 
. kick I G_X univ 
I . know G_PRP univ 
know I only G_V univ 
only know you-thanks G_R en 
you-thanks only null G_PRP en 

@RaoKavitha null many @ univ 
many @RaoKavitha more G_J univ 
more many happy G_R univ 
happy more returns G_J en 
returns happy of G_N univ 
of returns the PSP univ 
the of day DT en 
day the akka G_N en 
akka day sai G_N te 
sai akka baba G_X univ 
baba sai blessings G_X univ 
blessings baba tho G_N en 
tho blessings eppudu PSP te 
eppudu tho happy G_R te 
happy eppudu ga G_J en 
ga happy vundalani G_N univ 
vundalani ga korukuntunanu G_N te 
korukuntunanu vundalani null G_N te 

@ram_aduri null yea @ univ 
yea @ram_aduri . G_PRT univ 
. yea Superb G_X univ 
Superb . asalu G_J en 
asalu Superb . G_N te 
. asalu Entha G_X univ 
Entha . respect G_N te 
respect Entha tho G_V univ 
tho respect talked G_R te 
talked tho . G_V en 
. talked Ma G_X univ 
Ma . amma G_X univ 
amma Ma shocked G_N univ 
shocked amma . G_V en 
. shocked null G_X univ 

Jalsa null appudu G_N en 
appudu Jalsa pre-release G_N te 
pre-release appudu publicity G_N en 
publicity pre-release peaksss G_N univ 
peaksss publicity asalu G_N univ 
asalu peaksss .. G_N te 
.. asalu null G_X univ 

Varanasi null eppudu G_N univ 
eppudu Varanasi ?? G_X te 
?? eppudu https:// G_X univ 
https:// ?? twitter.com/venkatesholeti U univ 
twitter.com/venkatesholeti https:// /status/708311984970792961 U univ 
/status/708311984970792961 twitter.com/venkatesholeti null G_N en 

@priya_koleti null @RJChaitu @ univ 
@RJChaitu @priya_koleti sweett @ univ 
sweett @RJChaitu sweet G_J en 
sweet sweett gumadikaya G_J en 
gumadikaya sweet asalu G_N te 
asalu gumadikaya . G_N te 
. asalu Cutiee G_X univ 
Cutiee . cutieee G_N univ 
cutieee Cutiee null G_N univ 

appatlo null theatre G_N te 
theatre appatlo lo G_N en 
lo theatre chusano G_N univ 
chusano lo ledho G_N univ 
ledho chusano telidu G_N en 
telidu ledho tv G_N univ 
tv telidu lo G_N univ 
lo tv chudadam PSP univ 
chudadam lo jarigindi G_N te 
jarigindi chudadam . G_N te 
. jarigindi climax G_X univ 
climax . lo G_N univ 
lo climax acting PSP univ 
acting lo #15yearsformurari G_V en 
#15yearsformurari acting null # univ 

Power null Power G_N univ 
Power Power PowerStar G_N univ 
PowerStar Power #SardaarGabbarSingh G_X univ 
#SardaarGabbarSingh PowerStar asalu # univ 
asalu #SardaarGabbarSingh festival G_J te 
festival asalu start G_N en 
start festival aindi G_V en 
aindi start ammaaa G_N te 
ammaaa aindi ! G_N univ 
! ammaaa Raasko G_X univ 
Raasko ! ra G_N univ 
ra Raasko sambaaaaa G_N univ 
sambaaaaa ra https:// G_N univ 
https:// sambaaaaa youtu.be/53T8cDk5260 U univ 
youtu.be/53T8cDk5260 https:// null U univ 

#raakasi null song # univ 
song #raakasi em G_N en 
em song paadadu G_PRP univ 
paadadu em Asalu G_N te 
Asalu paadadu @tarak9999 G_N te 
@tarak9999 Asalu Powerhouse @ univ 
Powerhouse @tarak9999 of G_N univ 
of Powerhouse talent PSP univ 
talent of .!!! G_N en 
.!!! talent pic.twitter.com/jKJu4W1g7s G_X univ 
pic.twitter.com/jKJu4W1g7s .!!! null U univ 

@live919fm null naaku @ univ 
naaku @live919fm fashionista G_X te 
fashionista naaku ! G_N en 
! fashionista null G_X univ 

@Kareem_CPT null @pratyusha @ univ 
@pratyusha @Kareem_CPT yeaa @ univ 
yeaa @pratyusha e G_PRT univ 
e yeaa @surrealzakir G_X univ 
@surrealzakir e lanti @ univ 
lanti @surrealzakir rich G_N te 
rich lanti peoples G_J univ 
peoples rich ki G_N en 
ki peoples telidu G_X univ 
telidu ki :P G_X univ 
:P telidu null E univ 

" null @Gowtham4ever4u G_X univ 
@Gowtham4ever4u " adi @ univ 
adi @Gowtham4ever4u Instagram G_X te 
Instagram adi range G_N en 
range Instagram makeover G_N en 
makeover range le G_N en 
le makeover "" G_N univ 
"" le nek G_X univ 
nek "" telidu G_X te 
telidu nek vadiley G_X univ 
vadiley telidu partner G_J te 
partner vadiley @PavanPrabhas_ G_N univ 
@PavanPrabhas_ partner """ @ univ 
""" @PavanPrabhas_ null G_X univ 

Naaku null teleedu G_N te 
teleedu Naaku pic.twitter.com/rjowRo15LY G_N en 
pic.twitter.com/rjowRo15LY teleedu null U univ 

@Sricalifornia null :-))) @ univ 
:-))) @Sricalifornia yeah E univ 
yeah :-))) MS G_PRT univ 
MS yeah too G_N univ 
too MS ... G_R univ 
... too more G_X univ 
more ... than G_J univ 
than more this PSP en 
this than movie DT en 
movie this MS G_N en 
MS movie ante G_N univ 
ante MS naaku G_N te 
naaku ante dhookude G_X te 
dhookude naaku gurthosthadhi G_X univ 
gurthosthadhi dhookude :-)) G_X te 
:-)) gurthosthadhi null E univ 

" null @iamnagarjuna G_X univ 
@iamnagarjuna " wow @ univ 
wow @iamnagarjuna mindblowing G_PRT univ 
mindblowing wow sir G_J en 
sir mindblowing , G_N en 
, sir Asalu G_X univ 
Asalu , trailer G_N te 
trailer Asalu kirrak G_N univ 
kirrak trailer anthe G_N univ 
anthe kirrak . G_N te 
. anthe #Manam G_X univ 
#Manam . , # univ 
, #Manam #soggadechinninayana G_X univ 
#soggadechinninayana , , # univ 
, #soggadechinninayana now G_X univ 
now , #Oopiri G_R univ 
#Oopiri now Hatric # univ 
Hatric #Oopiri Blockbusters G_N univ 
Blockbusters Hatric anthe G_N en 
anthe Blockbusters ....... G_N te 
....... anthe " G_X univ 
" ....... null G_X univ 

" null @kasimsignin G_X univ 
@kasimsignin " @Raghava4mahesh @ univ 
@Raghava4mahesh @kasimsignin chaala @ univ 
chaala @Raghava4mahesh replies G_N te 
replies chaala untayi G_N en 
untayi replies , G_N univ 
, untayi 20-25 G_X univ 
20-25 , ... $ univ 
... 20-25 Maximum G_X univ 
Maximum ... screen G_J univ 
screen Maximum shot G_N en 
shot screen chesanu G_N univ 
chesanu shot . G_N te 
. chesanu But G_X univ 
But . eppudu CC univ 
eppudu But reply G_PRP te 
reply eppudu kosam G_V en 
kosam reply wait G_N univ 
wait kosam cheyaledu G_V en 
cheyaledu wait " G_PRP te 
" cheyaledu null G_X univ 

Vizag null youth G_N univ 
youth Vizag kummestunnaru G_N en 
kummestunnaru youth asalu G_N te 
asalu kummestunnaru .... G_N te 
.... asalu Superb G_X univ 
Superb .... ..... G_J en 
..... Superb https:// G_X univ 
https:// ..... twitter.com/Dill9999/statu U univ 
twitter.com/Dill9999/statu https:// s/704334110018265088 U univ 
s/704334110018265088 twitter.com/Dill9999/statu null G_X univ 

#Mayuri null movie # univ 
movie #Mayuri #Nayanthara G_N en 
#Nayanthara movie super # univ 
super #Nayanthara kada G_R en 
kada super asalu G_N te 
asalu kada null G_N te 

release null dates G_N en 
dates release ni G_N univ 
ni dates fix PSP univ 
fix ni cheyatam G_V univ 
cheyatam fix lo G_N te 
lo cheyatam @ssrajamouli G_N univ 
@ssrajamouli lo and @ univ 
and @ssrajamouli @shankarshanmugh CC en 
@shankarshanmugh and chala @ univ 
chala @shankarshanmugh weak G_PRT te 
weak chala . G_J univ 
. weak time G_X univ 
time . ki G_N en 
ki time eppudu G_X univ 
eppudu ki raru G_X te 
raru eppudu null G_X univ 

Asalu null Song G_N te 
Song Asalu Leak G_N en 
Leak Song ayyinda G_N univ 
ayyinda Leak null G_X univ 

Too null much G_R univ 
much Too asalu G_J univ 
asalu much https:// G_N te 
https:// asalu twitter.com/alwayscharan4u U univ 
twitter.com/alwayscharan4u https:// /status/704251230780960769 U univ 
/status/704251230780960769 twitter.com/alwayscharan4u null G_N en 

@Nealpeter null shoot @ univ 
shoot @Nealpeter telidu G_N en 
telidu shoot undani G_N univ 
undani telidu confirmation G_N te 
confirmation undani vachindi G_N en 
vachindi confirmation null G_N te 

@RamCharanFann null @Itsme_Thej @ univ 
@Itsme_Thej @RamCharanFann aww @ univ 
aww @Itsme_Thej nuvvu G_PRT univ 
nuvvu aww naaku G_N univ 
naaku nuvvu gud G_N te 
gud naaku morning G_J univ 
morning gud cheppava G_N en 
cheppava morning venu PSP te 
venu cheppava .. G_N univ 
.. venu yayyy G_X univ 
yayyy .. u G_PRT te 
u yayyy made G_PRP univ 
made u my G_V te 
my made day DT univ 
day my very G_N en 
very day gud G_R en 
gud very morning G_J univ 
morning gud venu G_N en 
venu morning pic.twitter.com/jA4SJzxyvX G_N univ 
pic.twitter.com/jA4SJzxyvX venu null U univ 

@SunilKubrick null @kasimsignin @ univ 
@kasimsignin @SunilKubrick @MAHESH_MANIA007 @ univ 
@MAHESH_MANIA007 @kasimsignin mani @ univ 
mani @MAHESH_MANIA007 mahesh G_N te 
mahesh mani ni G_N ne 
ni mahesh eppudu G_N univ 
eppudu ni disappoint G_N te 
disappoint eppudu cheyyaledu G_V en 
cheyyaledu disappoint ... G_X te 
... cheyyaledu 12 G_X univ 
12 ... films $ univ 
films 12 in G_N en 
in films combination PSP univ 
combination in null G_N en 

@steja502970 null Adi @ univ 
Adi @steja502970 ne G_N te 
ne Adi number G_N univ 
number ne emo G_N en 
emo number Eros G_J univ 
Eros emo vallu G_N en 
vallu Eros release G_X te 
release vallu chesaru G_N en 
chesaru release ah G_N te 
ah chesaru deal G_PRT univ 
deal ah evariki G_N univ 
evariki deal telidu G_N te 
telidu evariki . G_N univ 
. telidu Its G_X univ 
Its . for G_N univ 
for Its 65cr PSP en 
65cr for @rajakotha8 G_N univ 
@rajakotha8 65cr @anoop59884552 @ univ 
@anoop59884552 @rajakotha8 @AndhraBoxOffice @ univ 
@AndhraBoxOffice @anoop59884552 null @ univ 

#Oopiri null classy # univ 
classy #Oopiri songs G_J univ 
songs classy !!! G_N en 
!!! songs Specially G_X univ 
Specially !!! eppudu G_R univ 
eppudu Specially okala G_R te 
okala eppudu unadhu G_J te 
unadhu okala song G_J te 
song unadhu superb G_N en 
superb song lyrics G_J en 
lyrics superb !!! G_N univ 
!!! lyrics null G_X univ 

@MyShortOpinions null @ASHOKTHEKING @ univ 
@ASHOKTHEKING @MyShortOpinions @sasidharanne @ univ 
@sasidharanne @ASHOKTHEKING better @ univ 
better @sasidharanne than G_J en 
than better trump PSP en 
trump than .. G_N univ 
.. trump Vadu G_X univ 
Vadu .. worst G_N te 
worst Vadu asalu G_J univ 
asalu worst null G_N te 

RT null http:// ~ univ 
http:// RT twitter.com/sreeramtej/sta U univ 
twitter.com/sreeramtej/sta http:// tus/702339006906773504 U univ 
tus/702339006906773504 twitter.com/sreeramtej/sta ravi251291 $ univ 
ravi251291 tus/702339006906773504 iam__praneeth G_N univ 
iam__praneeth ravi251291 iandrewdop G_N te 
iandrewdop iam__praneeth ha G_X en 
ha iandrewdop idi G_PRT univ 
idi ha chusa G_N univ 
chusa idi but G_V univ 
but chusa idi CC univ 
idi but shoot G_PRP univ 
shoot idi jargipoindo G_V en 
jargipoindo shoot horses G_N univ 
horses jargipoindo tho G_N univ 
tho horses leda PSP te 
leda tho eroju G_N univ 
eroju leda oo G_N univ 
oo eroju telidu G_PRT univ 
telidu oo null G_N univ 

@pawan_prasanth null asalu @ univ 
asalu @pawan_prasanth aaa G_PRT te 
aaa asalu tweet DT univ 
tweet aaa endi G_N en 
endi tweet ooo G_N te 
ooo endi chusava G_PRT univ 
chusava ooo bro G_N univ 
bro chusava ??? G_N en 
??? bro null G_X univ 

@Vijay_YD null ya @ univ 
ya @Vijay_YD superb G_PRT univ 
superb ya Run G_J en 
Run superb Asalu G_N en 
Asalu Run .. G_N te 
.. Asalu Ndl G_X univ 
Ndl .. ee G_N univ 
ee Ndl roju G_N univ 
roju ee kuda G_N univ 
kuda roju 10k G_N te 
10k kuda share $ univ 
share 10k .. G_N univ 
.. share null G_X univ 

50 null c $ univ 
c 50 eppudu G_N univ 
eppudu c kottaru G_X te 
kottaru eppudu boss G_N univ 
boss kottaru #Justasking G_N univ 
#Justasking boss https:// # univ 
https:// #Justasking twitter.com/KaliYugaRavana U univ 
twitter.com/KaliYugaRavana https:// /status/708287322475724801 U univ 
/status/708287322475724801 twitter.com/KaliYugaRavana null G_N en 

@AndhraBoxOffice null @AlwaysKNA @ univ 
@AlwaysKNA @AndhraBoxOffice victory @ univ 
victory @AlwaysKNA is G_N univ 
is victory always G_V univ 
always is Vijay's G_R en 
Vijay's always side G_N univ 
side Vijay's . G_N univ 
. side Vijayam G_X univ 
Vijayam . eppudu G_N univ 
eppudu Vijayam Vijay G_N te 
Vijay eppudu venteyy G_N univ 
venteyy Vijay !!! G_N univ 
!!! venteyy null G_X univ 

@lokeshmbbs null naadi @ univ 
naadi @lokeshmbbs separate G_N te 
separate naadi hospital G_J univ 
hospital separate ... G_N en 
... hospital correct G_X univ 
correct ... ga G_J en 
ga correct telidu G_N univ 
telidu ga ortho G_N univ 
ortho telidu gurnchi G_N te 
gurnchi ortho null G_N univ 

@YogiTweetz null hahahaha @ univ 
hahahaha @YogiTweetz super G_PRT univ 
super hahahaha steps G_J en 
steps super asalu G_N univ 
asalu steps null G_N te 

@krish_marupudi null Emo @ univ 
Emo @krish_marupudi telidu G_N univ 
telidu Emo bro G_N univ 
bro telidu .. G_N en 
.. bro Confusion G_X univ 
Confusion .. .. G_N univ 
.. Confusion Bcci G_X univ 
Bcci .. official G_N univ 
official Bcci page G_J univ 
page official lo G_N univ 
lo page kuda PSP univ 
kuda lo no G_N te 
no kuda updates DT univ 
updates no null G_N univ 

@nandi_harika null elanti @ univ 
elanti @nandi_harika innovative G_R te 
innovative elanti ideas G_J en 
ideas innovative ala G_N univ 
ala ideas vastai G_X te 
vastai ala asalu G_X en 
asalu vastai nvu G_X te 
nvu asalu super G_X univ 
super nvu machi G_R en 
machi super :) G_X univ 
:) machi null E univ 

" null comedy G_X univ 
comedy " dorikipoyaru G_N en 
dorikipoyaru comedy , G_N te 
, dorikipoyaru pillalu G_X univ 
pillalu , sleeping G_R te 
sleeping pillalu time G_V en 
time sleeping eppudu G_N en 
eppudu time #300RupeesBlackticket G_X te 
#300RupeesBlackticket eppudu " # univ 
" #300RupeesBlackticket null G_X univ 

@pawanismfc null @pawankalyan @ univ 
@pawankalyan @pawanismfc #SardaarGabbarSingh @ univ 
#SardaarGabbarSingh @pawankalyan Official # univ 
Official #SardaarGabbarSingh ga G_J univ 
ga Official Trailer G_N univ 
Trailer ga Eppudu G_N univ 
Eppudu Trailer Release G_N te 
Release Eppudu Chestaru G_N en 
Chestaru Release BRO G_N te 
BRO Chestaru ... G_N en 
... BRO null G_X univ 

" null @BhavadeepReddyS G_X univ 
@BhavadeepReddyS " 1 @ univ 
1 @BhavadeepReddyS was $ univ 
was 1 mispromoted G_V univ 
mispromoted was .. G_J univ 
.. mispromoted Content G_X univ 
Content .. janalaki G_N univ 
janalaki Content telidu G_N te 
telidu janalaki .. G_N univ 
.. telidu expectations G_X univ 
expectations .. "" G_N en 
"" expectations bad G_X univ 
bad "" reviews G_J univ 
reviews bad killed G_N univ 
killed reviews 1 G_V en 
1 killed . $ univ 
. 1 NKP G_X univ 
NKP . has G_N univ 
has NKP decent G_V univ 
decent has reviews G_J te 
reviews decent @Familyfreak11 G_N univ 
@Familyfreak11 reviews """ @ univ 
""" @Familyfreak11 null G_X univ 

@andreaatickner null happy @ univ 
happy @andreaatickner birthday G_J en 
birthday happy miss G_N univ 
miss birthday kaka G_V univ 
kaka miss ! G_N te 
! kaka Hope G_X univ 
Hope ! it's G_V univ 
it's Hope a G_N univ 
a it's good DT univ 
good a one G_J univ 
one good null $ univ 

@ActivePJ null ultimate @ univ 
ultimate @ActivePJ game G_J en 
game ultimate asalu G_N univ 
asalu game null G_N te 

#Oopiri null oka # univ 
oka #Oopiri life G_PRT te 
life oka song G_N en 
song life peaks G_N en 
peaks song asalu G_N univ 
asalu peaks tune G_N te 
tune asalu and G_N univ 
and tune lyrics CC en 
lyrics and awesome G_N univ 
awesome lyrics best G_J univ 
best awesome in G_J en 
in best recent PSP univ 
recent in time G_J te 
time recent Epudo G_N en 
Epudo time song G_N te 
song Epudo kuda G_N en 
kuda song bavundi G_X te 
bavundi kuda null G_X te 

@iandrewdop null super @ univ 
super @iandrewdop work G_J en 
work super bhayya G_N univ 
bhayya work ......... G_N te 
......... bhayya every G_X univ 
every ......... frame DT en 
frame every awesome G_N te 
awesome frame asalu G_J univ 
